Date,Crop,Price_NIS_Ton,Demand_Ton
2023-08-30,Chickpea,4650.18,2097
2023-09-06,Chickpea,4530.02,2196
2023-09-13,Chickpea,4499.9,2320
2023-09-20,Chickpea,4472.5,2250
2023-09-27,Chickpea,4274.5,2332
2023-10-04,Chickpea,4642.53,2117
2023-10-11,Chickpea,4430.54,2277
2023-10-18,Chickpea,4649.08,2071
2023-10-25,Chickpea,4462.15,2150
2023-11-01,Chickpea,4563.64,2274
2023-11-08,Chickpea,4655.26,2074
2023-11-15,Chickpea,4505.89,2171
2023-11-22,Chickpea,4729.34,2202
2023-11-29,Chickpea,4642.72,2076
2023-12-06,Chickpea,4695.92,2087
2023-12-13,Chickpea,4858.2,2066
2023-12-20,Chickpea,4805.38,2071
2023-12-27,Chickpea,4885.73,1994
2024-01-03,Chickpea,5001.43,2066
2024-01-10,Chickpea,5129.43,2029
2024-01-17,Chickpea,5267.39,1839
2024-01-24,Chickpea,5126.16,1943
2024-01-31,Chickpea,4936.5,1982
2024-02-07,Chickpea,5134.33,1848
2024-02-14,Chickpea,5285.7,1796
2024-02-21,Chickpea,5486.08,1835
2024-02-28,Chickpea,5471.83,1804
2024-03-06,Chickpea,5294.11,1914
2024-03-13,Chickpea,5518.05,1827
2024-03-20,Chickpea,5390.63,1807
2024-03-27,Chickpea,5246.43,1841
2024-04-03,Chickpea,5347.7,1952
2024-04-10,Chickpea,5263.25,1855
2024-04-17,Chickpea,5313.76,1887
2024-04-24,Chickpea,5275.09,1807
2024-05-01,Chickpea,5220.36,1882
2024-05-08,Chickpea,5335.48,1792
2024-05-15,Chickpea,4987.95,2007
2024-05-22,Chickpea,5121.57,2033
2024-05-29,Chickpea,5021.89,1894
2024-06-05,Chickpea,4768.33,2171
2024-06-12,Chickpea,4837.41,2000
2024-06-19,Chickpea,4693.85,2194
2024-06-26,Chickpea,4848.56,2151
2024-07-03,Chickpea,4748.32,2122
2024-07-10,Chickpea,4730.43,2175
2024-07-17,Chickpea,4731.4,2181
2024-07-24,Chickpea,4780.76,2092
2024-07-31,Chickpea,4513.01,2262
2024-08-07,Chickpea,4322.67,2229
2024-08-14,Chickpea,4264.17,2279
2024-08-21,Chickpea,4552.55,2163
2024-08-28,Chickpea,4473.05,2185
2024-09-04,Chickpea,4205.86,2465
2024-09-11,Chickpea,4565.93,2221
2024-09-18,Chickpea,4514.38,2173
2024-09-25,Chickpea,4371.98,2238
2024-10-02,Chickpea,4305.91,2396
2024-10-09,Chickpea,4617.59,2103
2024-10-16,Chickpea,4461.09,2149
2024-10-23,Chickpea,4260.71,2321
2024-10-30,Chickpea,4425.74,2322
2024-11-06,Chickpea,4549.32,2294
2024-11-13,Chickpea,4454.94,2343
2024-11-20,Chickpea,4438.34,2276
2024-11-27,Chickpea,4535.02,2295
2024-12-04,Chickpea,4885.45,1986
2024-12-11,Chickpea,4886.97,2037
2024-12-18,Chickpea,4960.5,2104
2024-12-25,Chickpea,4839.85,2021
2020-01-01,Kidneybeans,4971.4,2064
2020-01-08,Kidneybeans,4787.24,2090
2020-01-15,Kidneybeans,4986.03,2066
2020-01-22,Kidneybeans,4811.01,2054
2020-01-29,Kidneybeans,4968.26,2077
2020-02-05,Kidneybeans,4953.27,2028
2020-02-12,Kidneybeans,5020.35,1911
2020-02-19,Kidneybeans,5199.19,1909
2020-02-26,Kidneybeans,5162.09,1871
2020-03-04,Kidneybeans,5156.46,1896
2020-03-11,Kidneybeans,5098.88,1933
2020-03-18,Kidneybeans,5037.44,1932
2020-03-25,Kidneybeans,4994.98,2070
2020-04-01,Kidneybeans,5193.39,1890
2020-04-08,Kidneybeans,4862.44,2120
2020-04-15,Kidneybeans,4836.5,2079
2020-04-22,Kidneybeans,5032.23,2043
2020-04-29,Kidneybeans,4958.99,2035
2020-05-06,Kidneybeans,4794.8,2184
2020-05-13,Kidneybeans,4956.46,2094
2020-05-20,Kidneybeans,5020.12,1894
2020-05-27,Kidneybeans,4835.0,2031
2020-06-03,Kidneybeans,4603.08,2113
2020-06-10,Kidneybeans,4391.42,2306
2020-06-17,Kidneybeans,4570.81,2136
2020-06-24,Kidneybeans,4754.33,2185
2020-07-01,Kidneybeans,4287.5,2395
2020-07-08,Kidneybeans,4151.11,2322
2020-07-15,Kidneybeans,4219.53,2399
2020-07-22,Kidneybeans,4495.54,2141
2020-07-29,Kidneybeans,4138.85,2357
2020-08-05,Kidneybeans,4269.58,2248
2020-08-12,Kidneybeans,4049.56,2556
2020-08-19,Kidneybeans,4020.91,2572
2020-08-26,Kidneybeans,3967.82,2577
2020-09-02,Kidneybeans,3975.08,2420
2020-09-09,Kidneybeans,4227.37,2408
2020-09-16,Kidneybeans,4230.37,2360
2020-09-23,Kidneybeans,4062.67,2457
2020-09-30,Kidneybeans,4165.74,2378
2020-10-07,Kidneybeans,4204.2,2381
2020-10-14,Kidneybeans,3995.51,2444
2020-10-21,Kidneybeans,4238.68,2425
2020-10-28,Kidneybeans,4077.4,2408
2020-11-04,Kidneybeans,4253.91,2401
2020-11-11,Kidneybeans,4408.94,2225
2020-11-18,Kidneybeans,4316.62,2247
2020-11-25,Kidneybeans,4402.64,2269
2020-12-02,Kidneybeans,4694.19,2087
2020-12-09,Kidneybeans,4496.01,2320
2020-12-16,Kidneybeans,4676.95,2077
2020-12-23,Kidneybeans,4691.24,2091
2020-12-30,Kidneybeans,4583.68,2239
2021-01-06,Kidneybeans,4997.39,1924
2021-01-13,Kidneybeans,4836.54,2014
2021-01-20,Kidneybeans,4719.0,2044
2021-01-27,Kidneybeans,4742.78,2070
2021-02-03,Kidneybeans,5052.29,1943
2021-02-10,Kidneybeans,5202.54,1869
2021-02-17,Kidneybeans,5082.35,2001
2021-02-24,Kidneybeans,5172.71,1952
2021-03-03,Kidneybeans,5183.86,1869
2021-03-10,Kidneybeans,5057.13,1884
2021-03-17,Kidneybeans,4990.8,1985
2021-03-24,Kidneybeans,5138.92,1975
2021-03-31,Kidneybeans,5248.84,1838
2021-04-07,Kidneybeans,4996.98,2025
2021-04-14,Kidneybeans,4977.39,1914
2021-04-21,Kidneybeans,4940.12,1992
2021-04-28,Kidneybeans,4821.15,1977
2021-05-05,Kidneybeans,4808.28,2097
2021-05-12,Kidneybeans,4683.59,2083
2021-05-19,Kidneybeans,4783.75,2072
2021-05-26,Kidneybeans,4717.14,2120
2021-06-02,Kidneybeans,4630.98,2159
2021-06-09,Kidneybeans,4657.67,2194
2021-06-16,Kidneybeans,4459.56,2287
2021-06-23,Kidneybeans,4571.79,2231
2021-06-30,Kidneybeans,4748.5,2170
2021-07-07,Kidneybeans,4526.29,2170
2021-07-14,Kidneybeans,4495.43,2161
2021-07-21,Kidneybeans,4452.04,2338
2021-07-28,Kidneybeans,4342.5,2312
2021-08-04,Kidneybeans,4187.15,2425
2021-08-11,Kidneybeans,4222.41,2294
2021-08-18,Kidneybeans,3993.04,2562
2021-08-25,Kidneybeans,4349.57,2361
2021-09-01,Kidneybeans,4096.58,2467
2021-09-08,Kidneybeans,3937.55,2483
2021-09-15,Kidneybeans,4047.32,2469
2021-09-22,Kidneybeans,3990.62,2455
2021-09-29,Kidneybeans,3935.99,2584
2021-10-06,Kidneybeans,4045.91,2406
2021-10-13,Kidneybeans,4342.32,2379
2021-10-20,Kidneybeans,4299.51,2287
2021-10-27,Kidneybeans,4222.24,2299
2021-11-03,Kidneybeans,4391.7,2205
2021-11-10,Kidneybeans,4494.37,2226
2021-11-17,Kidneybeans,4334.27,2383
2021-11-24,Kidneybeans,4449.5,2192
2021-12-01,Kidneybeans,4574.09,2088
2021-12-08,Kidneybeans,4479.62,2175
2021-12-15,Kidneybeans,4581.74,2107
2021-12-22,Kidneybeans,4740.73,2206
2021-12-29,Kidneybeans,4521.16,2156
2022-01-05,Kidneybeans,4713.9,2135
2022-01-12,Kidneybeans,4724.48,2191
2022-01-19,Kidneybeans,5007.71,2077
2022-01-26,Kidneybeans,4900.96,2011
2022-02-02,Kidneybeans,5059.4,2039
2022-02-09,Kidneybeans,4960.1,1922
2022-02-16,Kidneybeans,5111.15,1982
2022-02-23,Kidneybeans,5017.68,1956
2022-03-02,Kidneybeans,5058.05,2015
2022-03-09,Kidneybeans,5070.51,2020
2022-03-16,Kidneybeans,5230.21,1858
2022-03-23,Kidneybeans,4935.1,2065
2022-03-30,Kidneybeans,5076.25,1975
2022-04-06,Kidneybeans,4883.1,2095
2022-04-13,Kidneybeans,4951.5,1927
2022-04-20,Kidneybeans,5026.36,1965
2022-04-27,Kidneybeans,4955.63,1952
2022-05-04,Kidneybeans,4658.38,2075
2022-05-11,Kidneybeans,4968.05,1937
2022-05-18,Kidneybeans,4836.95,1981
2022-05-25,Kidneybeans,5006.72,2031
2022-06-01,Kidneybeans,4758.55,2051
2022-06-08,Kidneybeans,4608.62,2116
2022-06-15,Kidneybeans,4471.11,2303
2022-06-22,Kidneybeans,4461.23,2231
2022-06-29,Kidneybeans,4756.16,2192
2022-07-06,Kidneybeans,4305.74,2258
2022-07-13,Kidneybeans,4522.87,2208
2022-07-20,Kidneybeans,4509.25,2141
2022-07-27,Kidneybeans,4244.81,2299
2022-08-03,Kidneybeans,4317.44,2260
2022-08-10,Kidneybeans,4227.03,2330
2022-08-17,Kidneybeans,4159.85,2493
2022-08-24,Kidneybeans,4235.35,2373
2022-08-31,Kidneybeans,4181.04,2484
2022-09-07,Kidneybeans,3983.75,2529
2022-09-14,Kidneybeans,4110.2,2502
2022-09-21,Kidneybeans,3991.21,2477
2022-09-28,Kidneybeans,4161.98,2437
2022-10-05,Kidneybeans,4229.3,2402
2022-10-12,Kidneybeans,4217.07,2416
2022-10-19,Kidneybeans,3972.03,2472
2022-10-26,Kidneybeans,4342.82,2284
2022-11-02,Kidneybeans,4497.62,2147
2022-11-09,Kidneybeans,4210.58,2447
2022-11-16,Kidneybeans,4338.46,2384
2022-11-23,Kidneybeans,4505.61,2151
2022-11-30,Kidneybeans,4305.31,2419
2022-12-07,Kidneybeans,4654.41,2191
2022-12-14,Kidneybeans,4741.42,2086
2022-12-21,Kidneybeans,4599.97,2114
2022-12-28,Kidneybeans,4403.92,2255
2023-01-04,Kidneybeans,4796.76,2088
2023-01-11,Kidneybeans,4892.72,2033
2023-01-18,Kidneybeans,4839.26,2086
2023-01-25,Kidneybeans,4999.5,2090
2023-02-01,Kidneybeans,4906.69,1969
2023-02-08,Kidneybeans,5093.04,2055
2023-02-15,Kidneybeans,4953.95,1920
2023-02-22,Kidneybeans,4869.0,2115
2023-03-01,Kidneybeans,5149.82,1872
2023-03-08,Kidneybeans,5077.25,1954
2023-03-15,Kidneybeans,4973.32,2033
2023-03-22,Kidneybeans,5127.83,1901
2023-03-29,Kidneybeans,4976.38,2019
2023-04-05,Kidneybeans,4998.03,2086
2023-04-12,Kidneybeans,4860.75,2111
2023-04-19,Kidneybeans,5144.7,1951
2023-04-26,Kidneybeans,4828.83,2013
2023-05-03,Kidneybeans,4734.25,2181
2023-05-10,Kidneybeans,4797.75,2068
2023-05-17,Kidneybeans,4840.7,2135
2023-05-24,Kidneybeans,4942.77,2042
2023-05-31,Kidneybeans,5002.62,2018
2023-06-07,Kidneybeans,4550.42,2276
2023-06-14,Kidneybeans,4535.33,2240
2023-06-21,Kidneybeans,4754.77,2191
2023-06-28,Kidneybeans,4561.04,2163
2023-07-05,Kidneybeans,4152.12,2336
2023-07-12,Kidneybeans,4523.09,2121
2023-07-19,Kidneybeans,4485.28,2232
2023-07-26,Kidneybeans,4354.38,2307
2023-08-02,Kidneybeans,4039.69,2515
2023-08-09,Kidneybeans,4078.07,2430
2023-08-16,Kidneybeans,4184.6,2358
2023-08-23,Kidneybeans,4103.13,2338
2023-08-30,Kidneybeans,4277.78,2262
2023-09-06,Kidneybeans,4102.29,2519
2023-09-13,Kidneybeans,3937.49,2568
2023-09-20,Kidneybeans,3966.48,2567
2023-09-27,Kidneybeans,3932.0,2481
2023-10-04,Kidneybeans,4042.82,2503
2023-10-11,Kidneybeans,3978.92,2471
2023-10-18,Kidneybeans,3958.13,2460
2023-10-25,Kidneybeans,3995.69,2505
2023-11-01,Kidneybeans,4526.58,2262
2023-11-08,Kidneybeans,4204.14,2382
2023-11-15,Kidneybeans,4497.01,2211
2023-11-22,Kidneybeans,4504.93,2146
2023-11-29,Kidneybeans,4207.83,2299
2023-12-06,Kidneybeans,4639.18,2171
2023-12-13,Kidneybeans,4675.78,2182
2023-12-20,Kidneybeans,4647.56,2128
2023-12-27,Kidneybeans,4728.23,2189
2024-01-03,Kidneybeans,4962.68,1967
2024-01-10,Kidneybeans,4645.73,2173
2024-01-17,Kidneybeans,4874.52,2044
2024-01-24,Kidneybeans,4755.17,2089
2024-01-31,Kidneybeans,4796.74,2165
2024-02-07,Kidneybeans,5109.87,1880
2024-02-14,Kidneybeans,4853.11,2142
2024-02-21,Kidneybeans,5008.01,2020
2024-02-28,Kidneybeans,5073.76,2036
2024-03-06,Kidneybeans,5260.41,1857
2024-03-13,Kidneybeans,5082.01,1908
2024-03-20,Kidneybeans,5094.2,1896
2024-03-27,Kidneybeans,5183.48,1839
2024-04-03,Kidneybeans,5068.54,2055
2024-04-10,Kidneybeans,5062.45,1970
2024-04-17,Kidneybeans,4921.58,1942
2024-04-24,Kidneybeans,4915.67,2112
2024-05-01,Kidneybeans,4985.29,1914
2024-05-08,Kidneybeans,4906.47,2073
2024-05-15,Kidneybeans,4662.28,2050
2024-05-22,Kidneybeans,4755.42,2031
2024-05-29,Kidneybeans,4924.08,2100
2024-06-05,Kidneybeans,4582.72,2271
2024-06-12,Kidneybeans,4779.44,2068
2024-06-19,Kidneybeans,4749.17,2090
2024-06-26,Kidneybeans,4754.69,2061
2024-07-03,Kidneybeans,4408.29,2361
2024-07-10,Kidneybeans,4394.06,2285
2024-07-17,Kidneybeans,4222.11,2314
2024-07-24,Kidneybeans,4145.89,2329
2024-07-31,Kidneybeans,4345.45,2396
2024-08-07,Kidneybeans,4282.83,2300
2024-08-14,Kidneybeans,4008.94,2444
2024-08-21,Kidneybeans,4346.2,2295
2024-08-28,Kidneybeans,4295.2,2343
2024-09-04,Kidneybeans,4253.06,2427
2024-09-11,Kidneybeans,4153.62,2438
2024-09-18,Kidneybeans,3908.06,2606
2024-09-25,Kidneybeans,4106.08,2465
2024-10-02,Kidneybeans,3999.3,2430
2024-10-09,Kidneybeans,4022.52,2437
2024-10-16,Kidneybeans,4216.86,2291
2024-10-23,Kidneybeans,4063.62,2361
2024-10-30,Kidneybeans,4031.64,2423
2024-11-06,Kidneybeans,4453.12,2305
2024-11-13,Kidneybeans,4529.73,2147
2024-11-20,Kidneybeans,4394.29,2366
2024-11-27,Kidneybeans,4291.5,2332
2024-12-04,Kidneybeans,4663.4,2132
2024-12-11,Kidneybeans,4514.25,2250
2024-12-18,Kidneybeans,4503.75,2212
2024-12-25,Kidneybeans,4443.02,2292
2020-01-01,Pigeonpeas,2653.74,3748
2020-01-08,Pigeonpeas,2634.7,3769
2020-01-15,Pigeonpeas,2746.76,3546
2020-01-22,Pigeonpeas,2623.25,3782
2020-01-29,Pigeonpeas,2784.57,3685
2020-02-05,Pigeonpeas,2795.32,3511
2020-02-12,Pigeonpeas,2822.57,3589
2020-02-19,Pigeonpeas,3002.03,3330
2020-02-26,Pigeonpeas,3000.76,3401
2020-03-04,Pigeonpeas,3036.44,3384
2020-03-11,Pigeonpeas,3202.8,3156
2020-03-18,Pigeonpeas,3105.61,3186
2020-03-25,Pigeonpeas,3199.16,3101
2020-04-01,Pigeonpeas,2986.79,3321
2020-04-08,Pigeonpeas,2930.83,3447
2020-04-15,Pigeonpeas,2828.51,3465
2020-04-22,Pigeonpeas,3113.4,3288
2020-04-29,Pigeonpeas,2844.25,3454
2020-05-06,Pigeonpeas,2892.56,3462
2020-05-13,Pigeonpeas,2639.18,3708
2020-05-20,Pigeonpeas,2644.05,3735
2020-05-27,Pigeonpeas,2775.85,3644
2020-06-03,Pigeonpeas,2607.68,3889
2020-06-10,Pigeonpeas,2415.09,4162
2020-06-17,Pigeonpeas,2549.38,3882
2020-06-24,Pigeonpeas,2699.69,3629
2020-07-01,Pigeonpeas,2282.48,4321
2020-07-08,Pigeonpeas,2320.72,4344
2020-07-15,Pigeonpeas,2451.12,4062
2020-07-22,Pigeonpeas,2179.92,4529
2020-07-29,Pigeonpeas,2218.92,4559
2020-08-05,Pigeonpeas,2018.07,5016
2020-08-12,Pigeonpeas,1998.22,4971
2020-08-19,Pigeonpeas,1949.94,5096
2020-08-26,Pigeonpeas,2004.46,5060
2020-09-02,Pigeonpeas,2046.71,4907
2020-09-09,Pigeonpeas,1939.93,5065
2020-09-16,Pigeonpeas,2156.78,4706
2020-09-23,Pigeonpeas,1918.8,5200
2020-09-30,Pigeonpeas,2044.92,4838
2020-10-07,Pigeonpeas,2114.19,4824
2020-10-14,Pigeonpeas,2194.76,4653
2020-10-21,Pigeonpeas,2093.19,4837
2020-10-28,Pigeonpeas,1995.09,5034
2020-11-04,Pigeonpeas,2214.38,4518
2020-11-11,Pigeonpeas,2420.11,4188
2020-11-18,Pigeonpeas,2426.5,4155
2020-11-25,Pigeonpeas,2132.08,4706
2020-12-02,Pigeonpeas,2368.42,4268
2020-12-09,Pigeonpeas,2418.93,4210
2020-12-16,Pigeonpeas,2342.7,4240
2020-12-23,Pigeonpeas,2490.09,4025
2020-12-30,Pigeonpeas,2584.47,3788
2021-01-06,Pigeonpeas,2556.91,3873
2021-01-13,Pigeonpeas,2562.7,3843
2021-01-20,Pigeonpeas,2692.88,3687
2021-01-27,Pigeonpeas,2937.48,3361
2021-02-03,Pigeonpeas,2910.78,3513
2021-02-10,Pigeonpeas,2844.99,3548
2021-02-17,Pigeonpeas,2841.07,3435
2021-02-24,Pigeonpeas,2886.28,3423
2021-03-03,Pigeonpeas,2806.18,3503
2021-03-10,Pigeonpeas,3069.92,3339
2021-03-17,Pigeonpeas,3196.66,3101
2021-03-24,Pigeonpeas,2891.9,3373
2021-03-31,Pigeonpeas,2808.3,3560
2021-04-07,Pigeonpeas,3029.38,3221
2021-04-14,Pigeonpeas,2743.8,3578
2021-04-21,Pigeonpeas,3016.05,3312
2021-04-28,Pigeonpeas,2790.27,3573
2021-05-05,Pigeonpeas,2808.35,3572
2021-05-12,Pigeonpeas,2917.85,3369
2021-05-19,Pigeonpeas,2669.55,3679
2021-05-26,Pigeonpeas,2683.99,3663
2021-06-02,Pigeonpeas,2417.73,4209
2021-06-09,Pigeonpeas,2421.8,4205
2021-06-16,Pigeonpeas,2500.53,3943
2021-06-23,Pigeonpeas,2471.61,4027
2021-06-30,Pigeonpeas,2432.64,4013
2021-07-07,Pigeonpeas,2327.72,4387
2021-07-14,Pigeonpeas,2231.67,4453
2021-07-21,Pigeonpeas,2225.17,4451
2021-07-28,Pigeonpeas,2274.79,4369
2021-08-04,Pigeonpeas,1922.03,5173
2021-08-11,Pigeonpeas,2053.05,4825
2021-08-18,Pigeonpeas,2211.28,4570
2021-08-25,Pigeonpeas,2091.04,4728
2021-09-01,Pigeonpeas,2154.48,4685
2021-09-08,Pigeonpeas,2062.96,4887
2021-09-15,Pigeonpeas,2120.22,4633
2021-09-22,Pigeonpeas,1837.58,5446
2021-09-29,Pigeonpeas,2056.86,4894
2021-10-06,Pigeonpeas,2162.8,4665
2021-10-13,Pigeonpeas,2195.2,4568
2021-10-20,Pigeonpeas,2064.2,4879
2021-10-27,Pigeonpeas,1912.14,5292
2021-11-03,Pigeonpeas,2156.65,4660
2021-11-10,Pigeonpeas,2150.65,4567
2021-11-17,Pigeonpeas,2419.81,4209
2021-11-24,Pigeonpeas,2217.72,4418
2021-12-01,Pigeonpeas,2634.68,3817
2021-12-08,Pigeonpeas,2323.71,4313
2021-12-15,Pigeonpeas,2368.77,4303
2021-12-22,Pigeonpeas,2431.54,4208
2021-12-29,Pigeonpeas,2329.48,4301
2022-01-05,Pigeonpeas,2667.07,3702
2022-01-12,Pigeonpeas,2752.82,3707
2022-01-19,Pigeonpeas,2605.44,3804
2022-01-26,Pigeonpeas,2893.85,3391
2022-02-02,Pigeonpeas,2767.28,3543
2022-02-09,Pigeonpeas,3087.25,3257
2022-02-16,Pigeonpeas,2929.71,3453
2022-02-23,Pigeonpeas,3051.51,3282
2022-03-02,Pigeonpeas,3198.9,3072
2022-03-09,Pigeonpeas,3013.83,3384
2022-03-16,Pigeonpeas,3156.28,3222
2022-03-23,Pigeonpeas,3080.15,3337
2022-03-30,Pigeonpeas,3158.9,3249
2022-04-06,Pigeonpeas,3090.15,3297
2022-04-13,Pigeonpeas,2938.99,3443
2022-04-20,Pigeonpeas,2818.27,3520
2022-04-27,Pigeonpeas,2861.47,3442
2022-05-04,Pigeonpeas,2948.79,3298
2022-05-11,Pigeonpeas,2939.16,3390
2022-05-18,Pigeonpeas,2736.34,3681
2022-05-25,Pigeonpeas,2649.23,3864
2022-06-01,Pigeonpeas,2352.23,4266
2022-06-08,Pigeonpeas,2601.5,3761
2022-06-15,Pigeonpeas,2578.57,3918
2022-06-22,Pigeonpeas,2572.52,3793
2022-06-29,Pigeonpeas,2690.38,3663
2022-07-06,Pigeonpeas,2388.0,4256
2022-07-13,Pigeonpeas,2098.51,4856
2022-07-20,Pigeonpeas,2148.05,4650
2022-07-27,Pigeonpeas,2230.46,4459
2022-08-03,Pigeonpeas,2094.08,4840
2022-08-10,Pigeonpeas,1983.54,5132
2022-08-17,Pigeonpeas,2267.06,4481
2022-08-24,Pigeonpeas,2206.6,4469
2022-08-31,Pigeonpeas,2080.82,4758
2022-09-07,Pigeonpeas,1847.83,5313
2022-09-14,Pigeonpeas,2186.68,4629
2022-09-21,Pigeonpeas,1998.89,4903
2022-09-28,Pigeonpeas,1904.45,5287
2022-10-05,Pigeonpeas,2046.61,4856
2022-10-12,Pigeonpeas,2247.62,4519
2022-10-19,Pigeonpeas,1890.09,5335
2022-10-26,Pigeonpeas,1894.37,5198
2022-11-02,Pigeonpeas,2062.49,4865
2022-11-09,Pigeonpeas,2192.37,4482
2022-11-16,Pigeonpeas,2200.5,4504
2022-11-23,Pigeonpeas,2059.72,4880
2022-11-30,Pigeonpeas,2304.04,4343
2022-12-07,Pigeonpeas,2643.64,3713
2022-12-14,Pigeonpeas,2590.78,3958
2022-12-21,Pigeonpeas,2443.55,4062
2022-12-28,Pigeonpeas,2594.42,3868
2023-01-04,Pigeonpeas,2602.89,3748
2023-01-11,Pigeonpeas,2949.13,3414
2023-01-18,Pigeonpeas,2852.99,3433
2023-01-25,Pigeonpeas,2668.34,3790
2023-02-01,Pigeonpeas,3136.98,3115
2023-02-08,Pigeonpeas,2800.93,3478
2023-02-15,Pigeonpeas,2940.43,3442
2023-02-22,Pigeonpeas,3089.4,3138
2023-03-01,Pigeonpeas,3192.43,3072
2023-03-08,Pigeonpeas,3156.26,3249
2023-03-15,Pigeonpeas,2823.64,3622
2023-03-22,Pigeonpeas,2889.96,3451
2023-03-29,Pigeonpeas,2999.49,3277
2023-04-05,Pigeonpeas,3092.38,3306
2023-04-12,Pigeonpeas,3008.49,3349
2023-04-19,Pigeonpeas,3089.67,3262
2023-04-26,Pigeonpeas,3118.7,3245
2023-05-03,Pigeonpeas,2893.15,3537
2023-05-10,Pigeonpeas,2906.42,3525
2023-05-17,Pigeonpeas,2910.12,3436
2023-05-24,Pigeonpeas,2838.01,3561
2023-05-31,Pigeonpeas,2863.87,3446
2023-06-07,Pigeonpeas,2567.06,3881
2023-06-14,Pigeonpeas,2324.51,4322
2023-06-21,Pigeonpeas,2394.13,4214
2023-06-28,Pigeonpeas,2541.97,4008
2023-07-05,Pigeonpeas,2282.45,4287
2023-07-12,Pigeonpeas,2097.78,4716
2023-07-19,Pigeonpeas,2199.1,4520
2023-07-26,Pigeonpeas,2422.33,4186
2023-08-02,Pigeonpeas,2153.54,4678
2023-08-09,Pigeonpeas,2100.78,4811
2023-08-16,Pigeonpeas,2224.56,4437
2023-08-23,Pigeonpeas,2209.19,4553
2023-08-30,Pigeonpeas,2014.06,5003
2023-09-06,Pigeonpeas,2056.85,4876
2023-09-13,Pigeonpeas,1916.73,5173
2023-09-20,Pigeonpeas,1928.79,5123
2023-09-27,Pigeonpeas,2035.74,5002
2023-10-04,Pigeonpeas,2177.37,4593
2023-10-11,Pigeonpeas,2106.99,4844
2023-10-18,Pigeonpeas,2224.02,4455
2023-10-25,Pigeonpeas,2049.55,4841
2023-11-01,Pigeonpeas,2304.75,4343
2023-11-08,Pigeonpeas,2285.2,4303
2023-11-15,Pigeonpeas,2370.17,4137
2023-11-22,Pigeonpeas,2245.01,4429
2023-11-29,Pigeonpeas,2111.18,4801
2023-12-06,Pigeonpeas,2553.65,3837
2023-12-13,Pigeonpeas,2482.89,4103
2023-12-20,Pigeonpeas,2599.18,3802
2023-12-27,Pigeonpeas,2647.29,3792
2024-01-03,Pigeonpeas,2582.89,3957
2024-01-10,Pigeonpeas,2566.74,3962
2024-01-17,Pigeonpeas,2611.31,3808
2024-01-24,Pigeonpeas,2876.74,3544
2024-01-31,Pigeonpeas,2758.45,3568
2024-02-07,Pigeonpeas,3103.79,3199
2024-02-14,Pigeonpeas,2948.4,3380
2024-02-21,Pigeonpeas,2756.62,3573
2024-02-28,Pigeonpeas,2761.09,3624
2024-03-06,Pigeonpeas,2996.72,3349
2024-03-13,Pigeonpeas,2915.2,3470
2024-03-20,Pigeonpeas,2915.77,3368
2024-03-27,Pigeonpeas,3072.2,3266
2024-04-03,Pigeonpeas,2816.46,3504
2024-04-10,Pigeonpeas,3057.37,3331
2024-04-17,Pigeonpeas,2882.89,3443
2024-04-24,Pigeonpeas,2756.51,3601
2024-05-01,Pigeonpeas,2680.97,3635
2024-05-08,Pigeonpeas,2641.58,3834
2024-05-15,Pigeonpeas,2906.97,3528
2024-05-22,Pigeonpeas,2736.17,3576
2024-05-29,Pigeonpeas,2847.08,3557
2024-06-05,Pigeonpeas,2599.85,3797
2024-06-12,Pigeonpeas,2405.57,4164
2024-06-19,Pigeonpeas,2395.52,4249
2024-06-26,Pigeonpeas,2681.54,3689
2024-07-03,Pigeonpeas,2257.03,4349
2024-07-10,Pigeonpeas,2134.62,4752
2024-07-17,Pigeonpeas,2364.13,4146
2024-07-24,Pigeonpeas,2227.81,4488
2024-07-31,Pigeonpeas,2387.37,4182
2024-08-07,Pigeonpeas,2106.3,4799
2024-08-14,Pigeonpeas,2164.84,4613
2024-08-21,Pigeonpeas,2233.14,4492
2024-08-28,Pigeonpeas,1951.17,5085
2024-09-04,Pigeonpeas,2183.48,4636
2024-09-11,Pigeonpeas,2075.07,4857
2024-09-18,Pigeonpeas,2122.96,4781
2024-09-25,Pigeonpeas,1986.25,5118
2024-10-02,Pigeonpeas,2244.91,4485
2024-10-09,Pigeonpeas,1997.28,5077
2024-10-16,Pigeonpeas,2006.77,4983
2024-10-23,Pigeonpeas,2095.02,4819
2024-10-30,Pigeonpeas,2245.47,4507
2024-11-06,Pigeonpeas,2179.87,4660
2024-11-13,Pigeonpeas,2260.87,4485
2024-11-20,Pigeonpeas,2135.0,4602
2024-11-27,Pigeonpeas,2255.83,4406
2024-12-04,Pigeonpeas,2358.89,4161
2024-12-11,Pigeonpeas,2371.76,4228
2024-12-18,Pigeonpeas,2495.1,4031
2024-12-25,Pigeonpeas,2686.72,3797
2020-01-01,Mothbeans,4922.45,2051
2020-01-08,Mothbeans,4968.65,1914
2020-01-15,Mothbeans,4942.92,1968
2020-01-22,Mothbeans,4818.11,1987
2020-01-29,Mothbeans,4743.9,2082
2020-02-05,Mothbeans,5007.85,2043
2020-02-12,Mothbeans,5285.81,1956
2020-02-19,Mothbeans,5144.75,1901
2020-02-26,Mothbeans,5163.59,2005
2020-03-04,Mothbeans,5369.32,1859
